D:\2025年第五届长三角高校数学建模竞赛B题\.venv\Scripts\python.exe D:\2025年第五届长三角高校数学建模竞赛B题\问题3_src\地点1LSTM训练.py
Using device: cuda
Epoch 10/500, Loss: 0.118099
Epoch 20/500, Loss: 0.014490
Epoch 30/500, Loss: 0.018457
Epoch 40/500, Loss: 0.014727
Epoch 50/500, Loss: 0.012393
Epoch 60/500, Loss: 0.011588
Epoch 70/500, Loss: 0.011370
Epoch 80/500, Loss: 0.011236
Epoch 90/500, Loss: 0.011141
Epoch 100/500, Loss: 0.010956
Epoch 110/500, Loss: 0.010773
Epoch 120/500, Loss: 0.010396
Epoch 130/500, Loss: 0.009924
Epoch 140/500, Loss: 0.008947
Epoch 150/500, Loss: 0.007722
Epoch 160/500, Loss: 0.005442
Epoch 170/500, Loss: 0.004138
Epoch 180/500, Loss: 0.003580
Epoch 190/500, Loss: 0.003313
Epoch 200/500, Loss: 0.003225
Epoch 210/500, Loss: 0.003115
Epoch 220/500, Loss: 0.003037
Epoch 230/500, Loss: 0.002954
Epoch 240/500, Loss: 0.002972
Epoch 250/500, Loss: 0.002904
Epoch 260/500, Loss: 0.002870
Epoch 270/500, Loss: 0.002850
Epoch 280/500, Loss: 0.002786
Epoch 290/500, Loss: 0.002786
Epoch 300/500, Loss: 0.002712
Epoch 310/500, Loss: 0.002698
Epoch 320/500, Loss: 0.002665
Epoch 330/500, Loss: 0.002614
Epoch 340/500, Loss: 0.002586
Epoch 350/500, Loss: 0.002608
Epoch 360/500, Loss: 0.002548
Epoch 370/500, Loss: 0.002547
Epoch 380/500, Loss: 0.002519
Epoch 390/500, Loss: 0.002540
Epoch 400/500, Loss: 0.002538
Epoch 410/500, Loss: 0.002451
Epoch 420/500, Loss: 0.002415
Epoch 430/500, Loss: 0.002475
Epoch 440/500, Loss: 0.002419
Epoch 450/500, Loss: 0.002388
Epoch 460/500, Loss: 0.002357
Epoch 470/500, Loss: 0.002345
Epoch 480/500, Loss: 0.002347
Epoch 490/500, Loss: 0.002352
Epoch 500/500, Loss: 0.002318

进程已结束，退出代码为 0
